================================================================================
FASE 3A.1 — PROPOSTA DE INFERÊNCIA DE CATEGORIA (DRY-RUN)
Gerado em: 2026-05-09 15:25:30
NENHUM UPDATE FOI EXECUTADO. Este relatório é somente leitura.
================================================================================

Total de os_itens sem categoria: 220

------------------------------------------------------------
--- ALTA CONFIANÇA (>= 85%) ---
Subtotal: 220 itens

 item_id  numero_os         sistema         servico                              tipo_nf     cat_proposta  conf%  regra
      75  OS-2025-0057      Motor           RETÍFICA DE MOTOR COMPLETA (ADIANT.  Servico     Servico        88%  Regra 1 — tipo_nf=Servico (múlt. NFs)
     157  OS-2025-0121      Motor           SUBST. JUNTAS MOTOR                  Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     126  OS-2025-0093      Motor           SUBST. RESFRIADOR ÓLEO E PASTILHAS   Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      49  OS-2025-0034      Revisão         FORNEC. FILTROS                      Produto     Compra         88%  Regra 1 — tipo_nf=Produto (múlt. NFs)
     117  OS-2025-0086      Revisão         FORNEC. FILTROS                      Produto     Compra         88%  Regra 1 — tipo_nf=Produto (múlt. NFs)
     124  OS-2025-0091      Revisão         FORNEC. KIT CORREIA + KIT REVISÃO    Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     170  OS-2025-0130      Revisão         FORNEC. KIT FILTROS                  Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
       9  OS-2025-0007      Revisão         FORNEC. KIT FILTROS + ÓLEO           Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     171  OS-2025-0131      Revisão         FORNEC. KIT FILTROS + ÓLEO           Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     135  OS-2025-0101      Revisão         FORNEC. ÓLEO + FILTRO                Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     156  OS-2025-0120      Revisão         FRETE + FILTROS                      Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     116  OS-2025-0086      Revisão         KIT DE REVISÃO CAT 416F2             Produto     Compra         88%  Regra 1 — tipo_nf=Produto (múlt. NFs)
      48  OS-2025-0034      Revisão         KIT REVISAO 500H — JCB 3CX           Produto     Compra         88%  Regra 1 — tipo_nf=Produto (múlt. NFs)
      70  OS-2025-0052      Revisão         KIT REVISAO — VW 13-180              Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     231  OS-2026-0174      Revisão         KIT REVISAO — VW 14-190              Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
      55  OS-2025-0040      Revisão         KIT REVISAO — VW 9150                Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
      53  OS-2025-0038      Revisão         KIT REVISAO — VW 9170                Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      26  OS-2025-0020      Revisão         KIT REVISAO — VW EXPRESS             Produto     Compra         88%  Regra 1 — tipo_nf=Produto (múlt. NFs)
      28  OS-2025-0021      Revisão         KIT REVISAO — VW EXPRESS             Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
      63  OS-2025-0046      Revisão         KIT REVISAO — VW EXPRESS             Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      99  OS-2025-0074      Revisão         KIT REVISAO — VW EXPRESS             Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     122  OS-2025-0090      Revisão         KIT REVISAO — VW EXPRESS             Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     123  OS-2025-0091      Revisão         KIT REVISAO — VW EXPRESS             Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     203  OS-2026-0154      Revisão         KIT REVISAO — VW EXPRESS             Produto     Compra         92%  Regra 1 — tipo_nf=Produto (1 NF)
     226  OS-2026-0171      Revisão         KIT REVISAO — VW EXPRESS             Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      73  OS-2025-0055      Revisão         MO SUBST. SUSPENSÃO E COXIM          Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      74  OS-2025-0056      Revisão         REPARO CUBO DIANTEIRO                Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      56  OS-2025-0041      Revisão         REPARO VAZAMENTO ÓLEO + REVISÃO      Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      64  OS-2025-0046      Revisão         REVISÃO GERAL                        Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     127  OS-2025-0094      Revisão         SUBST. RESFRIADOR ÓLEO E PASTILHAS   Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      85  OS-2025-0062      Revisão         TROCA DE ÓLEO E FILTROS              Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     144  OS-2025-0109      Revisão         TROCA DE ÓLEO E FILTROS              Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     237  OS-2026-0178      Revisão         TROCA DE ÓLEO E FILTROS              Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
      27  OS-2025-0020      Revisão         TROCA ÓLEO E FILTROS                 Produto     Compra         88%  Regra 1 — tipo_nf=Produto (múlt. NFs)
     258  OS-2026-0196      Suspensão       M.O. EMBUCHAMENTO DE MOLEJOS TRASEI  Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)
     225  OS-2026-0170      Suspensão       SUBST. AMORTECEDORES                 Servico     Servico        92%  Regra 1 — tipo_nf=Servico (1 NF)

------------------------------------------------------------
--- MÉDIA CONFIANÇA (60–84%) ---
Subtotal: 0 itens


------------------------------------------------------------
--- AMBÍGUO / REVISÃO HUMANA (< 60%) ---
Subtotal: 0 itens


------------------------------------------------------------
--- IMPOSSÍVEL INFERIR ---
Subtotal: 0 itens


================================================================================
RESUMO
================================================================================
  Alta confiança      :  220 itens (100.0%)
  Média confiança     :    0 itens (0.0%)
  Ambíguo             :    0 itens (0.0%)
  Impossível          :    0 itens (0.0%)

================================================================================
SQL QUE SERIA EXECUTADO — DRY-RUN (NÃO APLICADO)
================================================================================

-- Alta confiança (aplicável automaticamente após aprovação humana):
UPDATE os_itens SET categoria = 'Compra' WHERE id = 252;  -- OS-2026-0193 | Arrefecimento | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 253;  -- OS-2026-0193 | Arrefecimento | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 51;  -- OS-2025-0036 | Arrefecimento | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 254;  -- OS-2026-0193 | Arrefecimento | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 121;  -- OS-2025-0089 | Arrefecimento | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 255;  -- OS-2026-0194 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 215;  -- OS-2026-0164 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 204;  -- OS-2026-0155 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 219;  -- OS-2026-0165 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 167;  -- OS-2025-0128 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 193;  -- OS-2026-0145 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 218;  -- OS-2026-0165 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 160;  -- OS-2025-0124 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 228;  -- OS-2026-0172 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 227;  -- OS-2026-0172 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 217;  -- OS-2026-0165 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 154;  -- OS-2025-0118 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 181;  -- OS-2025-0137 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 220;  -- OS-2026-0165 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 161;  -- OS-2025-0124 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 259;  -- OS-2026-0197 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 168;  -- OS-2025-0128 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 194;  -- OS-2026-0145 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 25;  -- OS-2025-0019 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 30;  -- OS-2025-0023 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 216;  -- OS-2026-0164 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 243;  -- OS-2026-0184 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 186;  -- OS-2025-0142 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 162;  -- OS-2025-0124 | Câmbio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 105;  -- OS-2025-0079 | Câmbio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 58;  -- OS-2025-0043 | Diferencial | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 114;  -- OS-2025-0084 | Diferencial | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 190;  -- OS-2025-0145 | Diferencial | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 113;  -- OS-2025-0084 | Diferencial | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 59;  -- OS-2025-0043 | Diferencial | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 23;  -- OS-2025-0017 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 69;  -- OS-2025-0051 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 19;  -- OS-2025-0015 | Direção | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 263;  -- OS-2026-0201 | Direção | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 262;  -- OS-2026-0201 | Direção | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 245;  -- OS-2026-0186 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 180;  -- OS-2025-0136 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 52;  -- OS-2025-0037 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 187;  -- OS-2025-0143 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 169;  -- OS-2025-0129 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 137;  -- OS-2025-0103 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 15;  -- OS-2025-0011 | Direção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 78;  -- OS-2025-0058 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 166;  -- OS-2025-0127 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 230;  -- OS-2026-0174 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 240;  -- OS-2026-0181 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 173;  -- OS-2025-0132 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 109;  -- OS-2025-0081 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 110;  -- OS-2025-0081 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 37;  -- OS-2025-0029 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 39;  -- OS-2025-0030 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 41;  -- OS-2025-0031 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 43;  -- OS-2025-0032 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 35;  -- OS-2025-0027 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 174;  -- OS-2025-0133 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 178;  -- OS-2025-0134 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 18;  -- OS-2025-0014 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 205;  -- OS-2026-0156 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 54;  -- OS-2025-0039 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 72;  -- OS-2025-0054 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 128;  -- OS-2025-0095 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 61;  -- OS-2025-0045 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 91;  -- OS-2025-0066 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 172;  -- OS-2025-0132 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 177;  -- OS-2025-0133 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 176;  -- OS-2025-0133 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 3;  -- OS-2025-0003 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 260;  -- OS-2026-0198 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 38;  -- OS-2025-0029 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 40;  -- OS-2025-0030 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 42;  -- OS-2025-0031 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 159;  -- OS-2025-0123 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 89;  -- OS-2025-0066 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 197;  -- OS-2026-0148 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 163;  -- OS-2025-0125 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 44;  -- OS-2025-0032 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 88;  -- OS-2025-0065 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 164;  -- OS-2025-0126 | Diversos | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 62;  -- OS-2025-0045 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 90;  -- OS-2025-0066 | Diversos | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 136;  -- OS-2025-0102 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 184;  -- OS-2025-0140 | Elétrico | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 196;  -- OS-2026-0147 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 238;  -- OS-2026-0179 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 24;  -- OS-2025-0018 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 31;  -- OS-2025-0024 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 115;  -- OS-2025-0085 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 95;  -- OS-2025-0069 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 67;  -- OS-2025-0049 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 192;  -- OS-2025-0146 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 221;  -- OS-2026-0166 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 151;  -- OS-2025-0116 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 153;  -- OS-2025-0117 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 87;  -- OS-2025-0064 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 111;  -- OS-2025-0082 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 84;  -- OS-2025-0061 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 183;  -- OS-2025-0140 | Elétrico | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 36;  -- OS-2025-0028 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 86;  -- OS-2025-0063 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 96;  -- OS-2025-0071 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 133;  -- OS-2025-0099 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 214;  -- OS-2026-0163 | Elétrico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 246;  -- OS-2026-0187 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 191;  -- OS-2025-0145 | Freio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 97;  -- OS-2025-0072 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 138;  -- OS-2025-0104 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 101;  -- OS-2025-0076 | Freio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 103;  -- OS-2025-0077 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 145;  -- OS-2025-0110 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 102;  -- OS-2025-0076 | Freio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 21;  -- OS-2025-0016 | Freio | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 211;  -- OS-2026-0161 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 209;  -- OS-2026-0159 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 131;  -- OS-2025-0097 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 150;  -- OS-2025-0115 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 118;  -- OS-2025-0087 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 152;  -- OS-2025-0117 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 68;  -- OS-2025-0050 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 2;  -- OS-2024-0002 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 29;  -- OS-2025-0022 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 71;  -- OS-2025-0053 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 98;  -- OS-2025-0073 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 195;  -- OS-2026-0146 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 50;  -- OS-2025-0035 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 189;  -- OS-2025-0145 | Freio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 1;  -- OS-2024-0001 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 6;  -- OS-2025-0005 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 65;  -- OS-2025-0047 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 224;  -- OS-2026-0169 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 244;  -- OS-2026-0185 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 146;  -- OS-2025-0111 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 22;  -- OS-2025-0016 | Freio | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 188;  -- OS-2025-0144 | Freio | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 175;  -- OS-2025-0133 | Funilaria | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 112;  -- OS-2025-0083 | Guincho | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 198;  -- OS-2026-0149 | Guincho | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 222;  -- OS-2026-0167 | Guincho | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 223;  -- OS-2026-0168 | Guincho | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 208;  -- OS-2026-0158 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 107;  -- OS-2025-0080 | Hidráulico | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 60;  -- OS-2025-0044 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 179;  -- OS-2025-0135 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 155;  -- OS-2025-0119 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 232;  -- OS-2026-0175 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 134;  -- OS-2025-0100 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 106;  -- OS-2025-0080 | Hidráulico | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 16;  -- OS-2025-0012 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 125;  -- OS-2025-0092 | Hidráulico | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 249;  -- OS-2026-0191 | Implemento | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 165;  -- OS-2025-0127 | Implemento | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 104;  -- OS-2025-0078 | Implemento | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 143;  -- OS-2025-0108 | Implemento | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 108;  -- OS-2025-0080 | Implemento | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 141;  -- OS-2025-0106 | Implemento | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 17;  -- OS-2025-0013 | Injeção | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 76;  -- OS-2025-0057 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 210;  -- OS-2026-0160 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 207;  -- OS-2026-0157 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 234;  -- OS-2026-0177 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 14;  -- OS-2025-0010 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 148;  -- OS-2025-0113 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 100;  -- OS-2025-0075 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 235;  -- OS-2026-0177 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 79;  -- OS-2025-0059 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 83;  -- OS-2025-0060 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 12;  -- OS-2025-0010 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 132;  -- OS-2025-0098 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 57;  -- OS-2025-0042 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 206;  -- OS-2026-0157 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 81;  -- OS-2025-0059 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 149;  -- OS-2025-0114 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 250;  -- OS-2026-0191 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 213;  -- OS-2026-0162 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 236;  -- OS-2026-0177 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 212;  -- OS-2026-0162 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 82;  -- OS-2025-0059 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 80;  -- OS-2025-0059 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 13;  -- OS-2025-0010 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 77;  -- OS-2025-0057 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 75;  -- OS-2025-0057 | Motor | conf=88%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 157;  -- OS-2025-0121 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 126;  -- OS-2025-0093 | Motor | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 49;  -- OS-2025-0034 | Revisão | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 117;  -- OS-2025-0086 | Revisão | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 124;  -- OS-2025-0091 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 170;  -- OS-2025-0130 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 9;  -- OS-2025-0007 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 171;  -- OS-2025-0131 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 135;  -- OS-2025-0101 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 156;  -- OS-2025-0120 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 116;  -- OS-2025-0086 | Revisão | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 48;  -- OS-2025-0034 | Revisão | conf=88%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 70;  -- OS-2025-0052 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 231;  -- OS-2026-0174 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Compra' WHERE id = 55;  -- OS-2025-0040 | Revisão | conf=92%
UPDATE os_itens SET categoria = 'Servico' WHERE id = 53;  -- OS-2025-0038 | Revisão | conf=92%
